ID;attribute_1;attribute_6;submitdate;startdate;datestamp;G1;G2;cleta;regione;Area;provincia;codcom_1;codcom_2;ampiezza;ampiezzaclasse;G5;G6;G7;TA1;TA1a;TA1b;TA1c;TA1bis;TA2;TA3;TA4;TA6;TA5;TA7;TA8;TA8bis;EA_1;EA_2;EA_3;EA_4;PP1_1;PP2_1;PP2_2;PP2_3;PP2_4;PP2_5;PP2_6;PT_1;PT_2;PT_3;PT_4;PT_tot;PAPA_1;PAPA_2;PAPA_3;PAPA_4;PAPA_5;PAPA_6;PAPA_7;AMB_tot;AFKintro;AFK_1;AFK_2;AFK_3;AFK_4;AFK_5;SE1;SE2;AFK1;AFK1bis_1;AFK1bis_2;AFK1bis_3;AFK1bis_4;AFK2;AFK2bis_1;AFK2bis_2;AFK2bis_3;AFK2bis_4;AFK2bis_5;AFK2bis_6;AFK3intro;AFK3_1;AFK3_2;AFK3_3;AFK3_4;AFK3_5;AFK3_6;AFK4intro;AFK4_1;AFK4_2;AFK4_3;AFK4_4;CE_1;CE_2;CE_3;CE_4;CT_1;CT_2;CT_3;CT_4;SC_1;SC_2;SC_3;SC_4;GC_1;GC_2;GC_3;ATE_1;ATE_2;ATE_3;ATE_4;ATE_5;ATE_6;WTP1_1;WTP1_2;WTP1_3;WTP1_4;WTP1_5;WTP2_1;WTP2_2;WTP2_3;WTP2_4;WTP2_5
400;7866b3b3-4fba-950a-3b10-874db1632623;O;22/07/2024 17:16;22/07/2024 17:10;22/07/2024 17:16;Maschio;21;18-25;Liguria;Nord;Imperia;8055;Sanremo;54824;10001-60000;Diploma di scuola superiore;Disoccupato;100k+;;Variabile;;Variabile;Sì;SI, due o più veicoli;Filobus (all'interno del comune);Sì, più di uno;Sì;Auto privata;Elettrico;Più di 300€;51-75%;4;6;3;7;7;8;7;1;4;6;7;5;7;5;4;21;5;3;10;3;5;1;5;95;Sì;Sì;No;Sì;Sì;Non so;Sì;Elettrico ibrido plug-in;Sì;VERO;FALSO;VERO;FALSO;Sì;VERO;VERO;VERO;VERO;VERO;VERO;Sì;VERO;VERO;FALSO;FALSO;VERO;VERO;Sì;FALSO;VERO;FALSO;VERO;5;7;5;8;8;4;8;5;6;5;7;10;7;3;6;Si spesso;Si ogni tanto;Si, sempre;No ma vorrei;Si ogni tanto;Si spesso;100;100;41;40;66;76;64;33;70;39
400;7866b3b3-4fba-950a-3b10-874db1632623;O;22/07/2024 17:16;22/07/2024 17:10;22/07/2024 17:16;Maschio;21;18-25;Liguria;Nord;Imperia;8055;Sanremo;54824;10001-60000;Diploma di scuola superiore;Disoccupato;100k+;;Variabile;;Variabile;Sì;SI, due o più veicoli;Filobus (all'interno del comune);Sì, più di uno;Sì;Auto privata;Elettrico;Più di 300€;51-75%;4;6;3;7;7;8;7;1;4;6;7;5;7;5;4;21;5;3;10;3;5;1;5;95;Sì;Sì;No;Sì;Sì;Non so;Sì;GPL;Sì;VERO;FALSO;VERO;FALSO;Sì;VERO;VERO;VERO;VERO;VERO;VERO;Sì;VERO;VERO;FALSO;FALSO;VERO;VERO;Sì;FALSO;VERO;FALSO;VERO;5;7;5;8;8;4;8;5;6;5;7;10;7;3;6;Si spesso;Si ogni tanto;Si, sempre;No ma vorrei;Si ogni tanto;Si spesso;100;100;41;40;66;76;64;33;70;39
400;7866b3b3-4fba-950a-3b10-874db1632623;O;22/07/2024 17:16;22/07/2024 17:10;22/07/2024 17:16;Maschio;21;18-25;Liguria;Nord;Imperia;8055;Sanremo;54824;10001-60000;Diploma di scuola superiore;Disoccupato;100k+;;Variabile;;Variabile;Sì;SI, due o più veicoli;Filobus (all'interno del comune);Sì, più di uno;Sì;Auto privata;Elettrico;Più di 300€;51-75%;4;6;3;7;7;8;7;1;4;6;7;5;7;5;4;21;5;3;10;3;5;1;5;95;Sì;Sì;No;Sì;Sì;Non so;Sì;Metano;Sì;VERO;FALSO;VERO;FALSO;Sì;VERO;VERO;VERO;VERO;VERO;VERO;Sì;VERO;VERO;FALSO;FALSO;VERO;VERO;Sì;FALSO;VERO;FALSO;VERO;5;7;5;8;8;4;8;5;6;5;7;10;7;3;6;Si spesso;Si ogni tanto;Si, sempre;No ma vorrei;Si ogni tanto;Si spesso;100;100;41;40;66;76;64;33;70;39
400;7866b3b3-4fba-950a-3b10-874db1632623;O;22/07/2024 17:16;22/07/2024 17:10;22/07/2024 17:16;Maschio;21;18-25;Liguria;Nord;Imperia;8055;Sanremo;54824;10001-60000;Diploma di scuola superiore;Disoccupato;100k+;;Variabile;;Variabile;Sì;SI, due o più veicoli;Autobus / Pullman (tra comuni);Sì, più di uno;Sì;Auto privata;Benzina;Più di 300€;51-75%;4;6;3;7;7;8;7;1;4;6;7;5;7;5;4;21;5;3;10;3;5;1;5;95;Sì;Sì;No;Sì;Sì;Non so;Sì;Completamente elettrico;Sì;VERO;FALSO;VERO;FALSO;Sì;VERO;VERO;VERO;VERO;VERO;VERO;Sì;VERO;VERO;FALSO;FALSO;VERO;VERO;Sì;FALSO;VERO;FALSO;VERO;5;7;5;8;8;4;8;5;6;5;7;10;7;3;6;Si spesso;Si ogni tanto;Si, sempre;No ma vorrei;Si ogni tanto;Si spesso;100;100;41;40;66;76;64;33;70;39
400;7866b3b3-4fba-950a-3b10-874db1632623;O;22/07/2024 17:16;22/07/2024 17:10;22/07/2024 17:16;Maschio;21;18-25;Liguria;Nord;Imperia;8055;Sanremo;54824;10001-60000;Diploma di scuola superiore;Disoccupato;100k+;;Variabile;;Variabile;Sì;SI, due o più veicoli;Autobus / Pullman (tra comuni);Sì, più di uno;Sì;Auto privata;Benzina;Più di 300€;51-75%;4;6;3;7;7;8;7;1;4;6;7;5;7;5;4;21;5;3;10;3;5;1;5;95;Sì;Sì;No;Sì;Sì;Non so;Sì;Elettrico ibrido plug-in;Sì;VERO;FALSO;VERO;FALSO;Sì;VERO;VERO;VERO;VERO;VERO;VERO;Sì;VERO;VERO;FALSO;FALSO;VERO;VERO;Sì;FALSO;VERO;FALSO;VERO;5;7;5;8;8;4;8;5;6;5;7;10;7;3;6;Si spesso;Si ogni tanto;Si, sempre;No ma vorrei;Si ogni tanto;Si spesso;100;100;41;40;66;76;64;33;70;39
400;7866b3b3-4fba-950a-3b10-874db1632623;O;22/07/2024 17:16;22/07/2024 17:10;22/07/2024 17:16;Maschio;21;18-25;Liguria;Nord;Imperia;8055;Sanremo;54824;10001-60000;Diploma di scuola superiore;Disoccupato;100k+;;Variabile;;Variabile;Sì;SI, due o più veicoli;Autobus / Pullman (tra comuni);Sì, più di uno;Sì;Auto privata;Benzina;Più di 300€;51-75%;4;6;3;7;7;8;7;1;4;6;7;5;7;5;4;21;5;3;10;3;5;1;5;95;Sì;Sì;No;Sì;Sì;Non so;Sì;GPL;Sì;VERO;FALSO;VERO;FALSO;Sì;VERO;VERO;VERO;VERO;VERO;VERO;Sì;VERO;VERO;FALSO;FALSO;VERO;VERO;Sì;FALSO;VERO;FALSO;VERO;5;7;5;8;8;4;8;5;6;5;7;10;7;3;6;Si spesso;Si ogni tanto;Si, sempre;No ma vorrei;Si ogni tanto;Si spesso;100;100;41;40;66;76;64;33;70;39
400;7866b3b3-4fba-950a-3b10-874db1632623;O;22/07/2024 17:16;22/07/2024 17:10;22/07/2024 17:16;Maschio;21;18-25;Liguria;Nord;Imperia;8055;Sanremo;54824;10001-60000;Diploma di scuola superiore;Disoccupato;100k+;;Variabile;;Variabile;Sì;SI, due o più veicoli;Autobus / Pullman (tra comuni);Sì, più di uno;Sì;Auto privata;Benzina;Più di 300€;51-75%;4;6;3;7;7;8;7;1;4;6;7;5;7;5;4;21;5;3;10;3;5;1;5;95;Sì;Sì;No;Sì;Sì;Non so;Sì;Metano;Sì;VERO;FALSO;VERO;FALSO;Sì;VERO;VERO;VERO;VERO;VERO;VERO;Sì;VERO;VERO;FALSO;FALSO;VERO;VERO;Sì;FALSO;VERO;FALSO;VERO;5;7;5;8;8;4;8;5;6;5;7;10;7;3;6;Si spesso;Si ogni tanto;Si, sempre;No ma vorrei;Si ogni tanto;Si spesso;100;100;41;40;66;76;64;33;70;39
400;7866b3b3-4fba-950a-3b10-874db1632623;O;22/07/2024 17:16;22/07/2024 17:10;22/07/2024 17:16;Maschio;21;18-25;Liguria;Nord;Imperia;8055;Sanremo;54824;10001-60000;Diploma di scuola superiore;Disoccupato;100k+;;Variabile;;Variabile;Sì;SI, due o più veicoli;Autobus / Pullman (tra comuni);Sì, più di uno;Sì;Auto privata;Diesel;Più di 300€;51-75%;4;6;3;7;7;8;7;1;4;6;7;5;7;5;4;21;5;3;10;3;5;1;5;95;Sì;Sì;No;Sì;Sì;Non so;Sì;Completamente elettrico;Sì;VERO;FALSO;VERO;FALSO;Sì;VERO;VERO;VERO;VERO;VERO;VERO;Sì;VERO;VERO;FALSO;FALSO;VERO;VERO;Sì;FALSO;VERO;FALSO;VERO;5;7;5;8;8;4;8;5;6;5;7;10;7;3;6;Si spesso;Si ogni tanto;Si, sempre;No ma vorrei;Si ogni tanto;Si spesso;100;100;41;40;66;76;64;33;70;39
400;7866b3b3-4fba-950a-3b10-874db1632623;O;22/07/2024 17:16;22/07/2024 17:10;22/07/2024 17:16;Maschio;21;18-25;Liguria;Nord;Imperia;8055;Sanremo;54824;10001-60000;Diploma di scuola superiore;Disoccupato;100k+;;Variabile;;Variabile;Sì;SI, due o più veicoli;Autobus / Pullman (tra comuni);Sì, più di uno;Sì;Auto privata;Diesel;Più di 300€;51-75%;4;6;3;7;7;8;7;1;4;6;7;5;7;5;4;21;5;3;10;3;5;1;5;95;Sì;Sì;No;Sì;Sì;Non so;Sì;Elettrico ibrido plug-in;Sì;VERO;FALSO;VERO;FALSO;Sì;VERO;VERO;VERO;VERO;VERO;VERO;Sì;VERO;VERO;FALSO;FALSO;VERO;VERO;Sì;FALSO;VERO;FALSO;VERO;5;7;5;8;8;4;8;5;6;5;7;10;7;3;6;Si spesso;Si ogni tanto;Si, sempre;No ma vorrei;Si ogni tanto;Si spesso;100;100;41;40;66;76;64;33;70;39
400;7866b3b3-4fba-950a-3b10-874db1632623;O;22/07/2024 17:16;22/07/2024 17:10;22/07/2024 17:16;Maschio;21;18-25;Liguria;Nord;Imperia;8055;Sanremo;54824;10001-60000;Diploma di scuola superiore;Disoccupato;100k+;;Variabile;;Variabile;Sì;SI, due o più veicoli;Autobus / Pullman (tra comuni);Sì, più di uno;Sì;Auto privata;Diesel;Più di 300€;51-75%;4;6;3;7;7;8;7;1;4;6;7;5;7;5;4;21;5;3;10;3;5;1;5;95;Sì;Sì;No;Sì;Sì;Non so;Sì;GPL;Sì;VERO;FALSO;VERO;FALSO;Sì;VERO;VERO;VERO;VERO;VERO;VERO;Sì;VERO;VERO;FALSO;FALSO;VERO;VERO;Sì;FALSO;VERO;FALSO;VERO;5;7;5;8;8;4;8;5;6;5;7;10;7;3;6;Si spesso;Si ogni tanto;Si, sempre;No ma vorrei;Si ogni tanto;Si spesso;100;100;41;40;66;76;64;33;70;39
400;7866b3b3-4fba-950a-3b10-874db1632623;O;22/07/2024 17:16;22/07/2024 17:10;22/07/2024 17:16;Maschio;21;18-25;Liguria;Nord;Imperia;8055;Sanremo;54824;10001-60000;Diploma di scuola superiore;Disoccupato;100k+;;Variabile;;Variabile;Sì;SI, due o più veicoli;Autobus / Pullman (tra comuni);Sì, più di uno;Sì;Auto privata;Diesel;Più di 300€;51-75%;4;6;3;7;7;8;7;1;4;6;7;5;7;5;4;21;5;3;10;3;5;1;5;95;Sì;Sì;No;Sì;Sì;Non so;Sì;Metano;Sì;VERO;FALSO;VERO;FALSO;Sì;VERO;VERO;VERO;VERO;VERO;VERO;Sì;VERO;VERO;FALSO;FALSO;VERO;VERO;Sì;FALSO;VERO;FALSO;VERO;5;7;5;8;8;4;8;5;6;5;7;10;7;3;6;Si spesso;Si ogni tanto;Si, sempre;No ma vorrei;Si ogni tanto;Si spesso;100;100;41;40;66;76;64;33;70;39
400;7866b3b3-4fba-950a-3b10-874db1632623;O;22/07/2024 17:16;22/07/2024 17:10;22/07/2024 17:16;Maschio;21;18-25;Liguria;Nord;Imperia;8055;Sanremo;54824;10001-60000;Diploma di scuola superiore;Disoccupato;100k+;;Variabile;;Variabile;Sì;SI, due o più veicoli;Autobus / Pullman (tra comuni);Sì, più di uno;Sì;Auto privata;GPL;Più di 300€;51-75%;4;6;3;7;7;8;7;1;4;6;7;5;7;5;4;21;5;3;10;3;5;1;5;95;Sì;Sì;No;Sì;Sì;Non so;Sì;Completamente elettrico;Sì;VERO;FALSO;VERO;FALSO;Sì;VERO;VERO;VERO;VERO;VERO;VERO;Sì;VERO;VERO;FALSO;FALSO;VERO;VERO;Sì;FALSO;VERO;FALSO;VERO;5;7;5;8;8;4;8;5;6;5;7;10;7;3;6;Si spesso;Si ogni tanto;Si, sempre;No ma vorrei;Si ogni tanto;Si spesso;100;100;41;40;66;76;64;33;70;39
400;7866b3b3-4fba-950a-3b10-874db1632623;O;22/07/2024 17:16;22/07/2024 17:10;22/07/2024 17:16;Maschio;21;18-25;Liguria;Nord;Imperia;8055;Sanremo;54824;10001-60000;Diploma di scuola superiore;Disoccupato;100k+;;Variabile;;Variabile;Sì;SI, due o più veicoli;Autobus / Pullman (tra comuni);Sì, più di uno;Sì;Auto privata;GPL;Più di 300€;51-75%;4;6;3;7;7;8;7;1;4;6;7;5;7;5;4;21;5;3;10;3;5;1;5;95;Sì;Sì;No;Sì;Sì;Non so;Sì;Elettrico ibrido plug-in;Sì;VERO;FALSO;VERO;FALSO;Sì;VERO;VERO;VERO;VERO;VERO;VERO;Sì;VERO;VERO;FALSO;FALSO;VERO;VERO;Sì;FALSO;VERO;FALSO;VERO;5;7;5;8;8;4;8;5;6;5;7;10;7;3;6;Si spesso;Si ogni tanto;Si, sempre;No ma vorrei;Si ogni tanto;Si spesso;100;100;41;40;66;76;64;33;70;39
400;7866b3b3-4fba-950a-3b10-874db1632623;O;22/07/2024 17:16;22/07/2024 17:10;22/07/2024 17:16;Maschio;21;18-25;Liguria;Nord;Imperia;8055;Sanremo;54824;10001-60000;Diploma di scuola superiore;Disoccupato;100k+;;Variabile;;Variabile;Sì;SI, due o più veicoli;Autobus / Pullman (tra comuni);Sì, più di uno;Sì;Auto privata;GPL;Più di 300€;51-75%;4;6;3;7;7;8;7;1;4;6;7;5;7;5;4;21;5;3;10;3;5;1;5;95;Sì;Sì;No;Sì;Sì;Non so;Sì;GPL;Sì;VERO;FALSO;VERO;FALSO;Sì;VERO;VERO;VERO;VERO;VERO;VERO;Sì;VERO;VERO;FALSO;FALSO;VERO;VERO;Sì;FALSO;VERO;FALSO;VERO;5;7;5;8;8;4;8;5;6;5;7;10;7;3;6;Si spesso;Si ogni tanto;Si, sempre;No ma vorrei;Si ogni tanto;Si spesso;100;100;41;40;66;76;64;33;70;39
400;7866b3b3-4fba-950a-3b10-874db1632623;O;22/07/2024 17:16;22/07/2024 17:10;22/07/2024 17:16;Maschio;21;18-25;Liguria;Nord;Imperia;8055;Sanremo;54824;10001-60000;Diploma di scuola superiore;Disoccupato;100k+;;Variabile;;Variabile;Sì;SI, due o più veicoli;Autobus / Pullman (tra comuni);Sì, più di uno;Sì;Auto privata;GPL;Più di 300€;51-75%;4;6;3;7;7;8;7;1;4;6;7;5;7;5;4;21;5;3;10;3;5;1;5;95;Sì;Sì;No;Sì;Sì;Non so;Sì;Metano;Sì;VERO;FALSO;VERO;FALSO;Sì;VERO;VERO;VERO;VERO;VERO;VERO;Sì;VERO;VERO;FALSO;FALSO;VERO;VERO;Sì;FALSO;VERO;FALSO;VERO;5;7;5;8;8;4;8;5;6;5;7;10;7;3;6;Si spesso;Si ogni tanto;Si, sempre;No ma vorrei;Si ogni tanto;Si spesso;100;100;41;40;66;76;64;33;70;39
400;7866b3b3-4fba-950a-3b10-874db1632623;O;22/07/2024 17:16;22/07/2024 17:10;22/07/2024 17:16;Maschio;21;18-25;Liguria;Nord;Imperia;8055;Sanremo;54824;10001-60000;Diploma di scuola superiore;Disoccupato;100k+;;Variabile;;Variabile;Sì;SI, due o più veicoli;Autobus / Pullman (tra comuni);Sì, più di uno;Sì;Auto privata;Elettrico;Più di 300€;51-75%;4;6;3;7;7;8;7;1;4;6;7;5;7;5;4;21;5;3;10;3;5;1;5;95;Sì;Sì;No;Sì;Sì;Non so;Sì;Completamente elettrico;Sì;VERO;FALSO;VERO;FALSO;Sì;VERO;VERO;VERO;VERO;VERO;VERO;Sì;VERO;VERO;FALSO;FALSO;VERO;VERO;Sì;FALSO;VERO;FALSO;VERO;5;7;5;8;8;4;8;5;6;5;7;10;7;3;6;Si spesso;Si ogni tanto;Si, sempre;No ma vorrei;Si ogni tanto;Si spesso;100;100;41;40;66;76;64;33;70;39
400;7866b3b3-4fba-950a-3b10-874db1632623;O;22/07/2024 17:16;22/07/2024 17:10;22/07/2024 17:16;Maschio;21;18-25;Liguria;Nord;Imperia;8055;Sanremo;54824;10001-60000;Diploma di scuola superiore;Disoccupato;100k+;;Variabile;;Variabile;Sì;SI, due o più veicoli;Autobus / Pullman (tra comuni);Sì, più di uno;Sì;Auto privata;Elettrico;Più di 300€;51-75%;4;6;3;7;7;8;7;1;4;6;7;5;7;5;4;21;5;3;10;3;5;1;5;95;Sì;Sì;No;Sì;Sì;Non so;Sì;Elettrico ibrido plug-in;Sì;VERO;FALSO;VERO;FALSO;Sì;VERO;VERO;VERO;VERO;VERO;VERO;Sì;VERO;VERO;FALSO;FALSO;VERO;VERO;Sì;FALSO;VERO;FALSO;VERO;5;7;5;8;8;4;8;5;6;5;7;10;7;3;6;Si spesso;Si ogni tanto;Si, sempre;No ma vorrei;Si ogni tanto;Si spesso;100;100;41;40;66;76;64;33;70;39
400;7866b3b3-4fba-950a-3b10-874db1632623;O;22/07/2024 17:16;22/07/2024 17:10;22/07/2024 17:16;Maschio;21;18-25;Liguria;Nord;Imperia;8055;Sanremo;54824;10001-60000;Diploma di scuola superiore;Disoccupato;100k+;;Variabile;;Variabile;Sì;SI, due o più veicoli;Autobus / Pullman (tra comuni);Sì, più di uno;Sì;Auto privata;Elettrico;Più di 300€;51-75%;4;6;3;7;7;8;7;1;4;6;7;5;7;5;4;21;5;3;10;3;5;1;5;95;Sì;Sì;No;Sì;Sì;Non so;Sì;GPL;Sì;VERO;FALSO;VERO;FALSO;Sì;VERO;VERO;VERO;VERO;VERO;VERO;Sì;VERO;VERO;FALSO;FALSO;VERO;VERO;Sì;FALSO;VERO;FALSO;VERO;5;7;5;8;8;4;8;5;6;5;7;10;7;3;6;Si spesso;Si ogni tanto;Si, sempre;No ma vorrei;Si ogni tanto;Si spesso;100;100;41;40;66;76;64;33;70;39
400;7866b3b3-4fba-950a-3b10-874db1632623;O;22/07/2024 17:16;22/07/2024 17:10;22/07/2024 17:16;Maschio;21;18-25;Liguria;Nord;Imperia;8055;Sanremo;54824;10001-60000;Diploma di scuola superiore;Disoccupato;100k+;;Variabile;;Variabile;Sì;SI, due o più veicoli;Autobus / Pullman (tra comuni);Sì, più di uno;Sì;Auto privata;Elettrico;Più di 300€;51-75%;4;6;3;7;7;8;7;1;4;6;7;5;7;5;4;21;5;3;10;3;5;1;5;95;Sì;Sì;No;Sì;Sì;Non so;Sì;Metano;Sì;VERO;FALSO;VERO;FALSO;Sì;VERO;VERO;VERO;VERO;VERO;VERO;Sì;VERO;VERO;FALSO;FALSO;VERO;VERO;Sì;FALSO;VERO;FALSO;VERO;5;7;5;8;8;4;8;5;6;5;7;10;7;3;6;Si spesso;Si ogni tanto;Si, sempre;No ma vorrei;Si ogni tanto;Si spesso;100;100;41;40;66;76;64;33;70;39
400;7866b3b3-4fba-950a-3b10-874db1632623;O;22/07/2024 17:16;22/07/2024 17:10;22/07/2024 17:16;Maschio;21;18-25;Liguria;Nord;Imperia;8055;Sanremo;54824;10001-60000;Diploma di scuola superiore;Disoccupato;100k+;;Variabile;;Variabile;Sì;SI, due o più veicoli;Autobus aziendale / scolastico;Sì, più di uno;Sì;Auto privata;Benzina;Più di 300€;51-75%;4;6;3;7;7;8;7;1;4;6;7;5;7;5;4;21;5;3;10;3;5;1;5;95;Sì;Sì;No;Sì;Sì;Non so;Sì;Completamente elettrico;Sì;VERO;FALSO;VERO;FALSO;Sì;VERO;VERO;VERO;VERO;VERO;VERO;Sì;VERO;VERO;FALSO;FALSO;VERO;VERO;Sì;FALSO;VERO;FALSO;VERO;5;7;5;8;8;4;8;5;6;5;7;10;7;3;6;Si spesso;Si ogni tanto;Si, sempre;No ma vorrei;Si ogni tanto;Si spesso;100;100;41;40;66;76;64;33;70;39
400;7866b3b3-4fba-950a-3b10-874db1632623;O;22/07/2024 17:16;22/07/2024 17:10;22/07/2024 17:16;Maschio;21;18-25;Liguria;Nord;Imperia;8055;Sanremo;54824;10001-60000;Diploma di scuola superiore;Disoccupato;100k+;;Variabile;;Variabile;Sì;SI, due o più veicoli;Autobus aziendale / scolastico;Sì, più di uno;Sì;Auto privata;Benzina;Più di 300€;51-75%;4;6;3;7;7;8;7;1;4;6;7;5;7;5;4;21;5;3;10;3;5;1;5;95;Sì;Sì;No;Sì;Sì;Non so;Sì;Elettrico ibrido plug-in;Sì;VERO;FALSO;VERO;FALSO;Sì;VERO;VERO;VERO;VERO;VERO;VERO;Sì;VERO;VERO;FALSO;FALSO;VERO;VERO;Sì;FALSO;VERO;FALSO;VERO;5;7;5;8;8;4;8;5;6;5;7;10;7;3;6;Si spesso;Si ogni tanto;Si, sempre;No ma vorrei;Si ogni tanto;Si spesso;100;100;41;40;66;76;64;33;70;39
400;7866b3b3-4fba-950a-3b10-874db1632623;O;22/07/2024 17:16;22/07/2024 17:10;22/07/2024 17:16;Maschio;21;18-25;Liguria;Nord;Imperia;8055;Sanremo;54824;10001-60000;Diploma di scuola superiore;Disoccupato;100k+;;Variabile;;Variabile;Sì;SI, due o più veicoli;Autobus aziendale / scolastico;Sì, più di uno;Sì;Auto privata;Benzina;Più di 300€;51-75%;4;6;3;7;7;8;7;1;4;6;7;5;7;5;4;21;5;3;10;3;5;1;5;95;Sì;Sì;No;Sì;Sì;Non so;Sì;GPL;Sì;VERO;FALSO;VERO;FALSO;Sì;VERO;VERO;VERO;VERO;VERO;VERO;Sì;VERO;VERO;FALSO;FALSO;VERO;VERO;Sì;FALSO;VERO;FALSO;VERO;5;7;5;8;8;4;8;5;6;5;7;10;7;3;6;Si spesso;Si ogni tanto;Si, sempre;No ma vorrei;Si ogni tanto;Si spesso;100;100;41;40;66;76;64;33;70;39
400;7866b3b3-4fba-950a-3b10-874db1632623;O;22/07/2024 17:16;22/07/2024 17:10;22/07/2024 17:16;Maschio;21;18-25;Liguria;Nord;Imperia;8055;Sanremo;54824;10001-60000;Diploma di scuola superiore;Disoccupato;100k+;;Variabile;;Variabile;Sì;SI, due o più veicoli;Autobus aziendale / scolastico;Sì, più di uno;Sì;Auto privata;Benzina;Più di 300€;51-75%;4;6;3;7;7;8;7;1;4;6;7;5;7;5;4;21;5;3;10;3;5;1;5;95;Sì;Sì;No;Sì;Sì;Non so;Sì;Metano;Sì;VERO;FALSO;VERO;FALSO;Sì;VERO;VERO;VERO;VERO;VERO;VERO;Sì;VERO;VERO;FALSO;FALSO;VERO;VERO;Sì;FALSO;VERO;FALSO;VERO;5;7;5;8;8;4;8;5;6;5;7;10;7;3;6;Si spesso;Si ogni tanto;Si, sempre;No ma vorrei;Si ogni tanto;Si spesso;100;100;41;40;66;76;64;33;70;39
400;7866b3b3-4fba-950a-3b10-874db1632623;O;22/07/2024 17:16;22/07/2024 17:10;22/07/2024 17:16;Maschio;21;18-25;Liguria;Nord;Imperia;8055;Sanremo;54824;10001-60000;Diploma di scuola superiore;Disoccupato;100k+;;Variabile;;Variabile;Sì;SI, due o più veicoli;Autobus aziendale / scolastico;Sì, più di uno;Sì;Auto privata;Diesel;Più di 300€;51-75%;4;6;3;7;7;8;7;1;4;6;7;5;7;5;4;21;5;3;10;3;5;1;5;95;Sì;Sì;No;Sì;Sì;Non so;Sì;Completamente elettrico;Sì;VERO;FALSO;VERO;FALSO;Sì;VERO;VERO;VERO;VERO;VERO;VERO;Sì;VERO;VERO;FALSO;FALSO;VERO;VERO;Sì;FALSO;VERO;FALSO;VERO;5;7;5;8;8;4;8;5;6;5;7;10;7;3;6;Si spesso;Si ogni tanto;Si, sempre;No ma vorrei;Si ogni tanto;Si spesso;100;100;41;40;66;76;64;33;70;39
400;7866b3b3-4fba-950a-3b10-874db1632623;O;22/07/2024 17:16;22/07/2024 17:10;22/07/2024 17:16;Maschio;21;18-25;Liguria;Nord;Imperia;8055;Sanremo;54824;10001-60000;Diploma di scuola superiore;Disoccupato;100k+;;Variabile;;Variabile;Sì;SI, due o più veicoli;Autobus aziendale / scolastico;Sì, più di uno;Sì;Auto privata;Diesel;Più di 300€;51-75%;4;6;3;7;7;8;7;1;4;6;7;5;7;5;4;21;5;3;10;3;5;1;5;95;Sì;Sì;No;Sì;Sì;Non so;Sì;Elettrico ibrido plug-in;Sì;VERO;FALSO;VERO;FALSO;Sì;VERO;VERO;VERO;VERO;VERO;VERO;Sì;VERO;VERO;FALSO;FALSO;VERO;VERO;Sì;FALSO;VERO;FALSO;VERO;5;7;5;8;8;4;8;5;6;5;7;10;7;3;6;Si spesso;Si ogni tanto;Si, sempre;No ma vorrei;Si ogni tanto;Si spesso;100;100;41;40;66;76;64;33;70;39
400;7866b3b3-4fba-950a-3b10-874db1632623;O;22/07/2024 17:16;22/07/2024 17:10;22/07/2024 17:16;Maschio;21;18-25;Liguria;Nord;Imperia;8055;Sanremo;54824;10001-60000;Diploma di scuola superiore;Disoccupato;100k+;;Variabile;;Variabile;Sì;SI, due o più veicoli;Autobus aziendale / scolastico;Sì, più di uno;Sì;Auto privata;Diesel;Più di 300€;51-75%;4;6;3;7;7;8;7;1;4;6;7;5;7;5;4;21;5;3;10;3;5;1;5;95;Sì;Sì;No;Sì;Sì;Non so;Sì;GPL;Sì;VERO;FALSO;VERO;FALSO;Sì;VERO;VERO;VERO;VERO;VERO;VERO;Sì;VERO;VERO;FALSO;FALSO;VERO;VERO;Sì;FALSO;VERO;FALSO;VERO;5;7;5;8;8;4;8;5;6;5;7;10;7;3;6;Si spesso;Si ogni tanto;Si, sempre;No ma vorrei;Si ogni tanto;Si spesso;100;100;41;40;66;76;64;33;70;39
400;7866b3b3-4fba-950a-3b10-874db1632623;O;22/07/2024 17:16;22/07/2024 17:10;22/07/2024 17:16;Maschio;21;18-25;Liguria;Nord;Imperia;8055;Sanremo;54824;10001-60000;Diploma di scuola superiore;Disoccupato;100k+;;Variabile;;Variabile;Sì;SI, due o più veicoli;Autobus aziendale / scolastico;Sì, più di uno;Sì;Auto privata;Diesel;Più di 300€;51-75%;4;6;3;7;7;8;7;1;4;6;7;5;7;5;4;21;5;3;10;3;5;1;5;95;Sì;Sì;No;Sì;Sì;Non so;Sì;Metano;Sì;VERO;FALSO;VERO;FALSO;Sì;VERO;VERO;VERO;VERO;VERO;VERO;Sì;VERO;VERO;FALSO;FALSO;VERO;VERO;Sì;FALSO;VERO;FALSO;VERO;5;7;5;8;8;4;8;5;6;5;7;10;7;3;6;Si spesso;Si ogni tanto;Si, sempre;No ma vorrei;Si ogni tanto;Si spesso;100;100;41;40;66;76;64;33;70;39
