ID;attribute_1;attribute_6;submitdate;startdate;datestamp;G1;G2;cleta;regione;Area;provincia;codcom_1;codcom_2;ampiezza;ampiezzaclasse;G5;G6;G7;TA1;TA1a;TA1b;TA1c;TA1bis;TA2;TA3;TA4;TA6;TA5;TA7;TA8;TA8bis;EA_1;EA_2;EA_3;EA_4;PP1_1;PP2_1;PP2_2;PP2_3;PP2_4;PP2_5;PP2_6;PT_1;PT_2;PT_3;PT_4;PT_tot;PAPA_1;PAPA_2;PAPA_3;PAPA_4;PAPA_5;PAPA_6;PAPA_7;AMB_tot;AFKintro;AFK_1;AFK_2;AFK_3;AFK_4;AFK_5;SE1;SE2;AFK1;AFK1bis_1;AFK1bis_2;AFK1bis_3;AFK1bis_4;AFK2;AFK2bis_1;AFK2bis_2;AFK2bis_3;AFK2bis_4;AFK2bis_5;AFK2bis_6;AFK3intro;AFK3_1;AFK3_2;AFK3_3;AFK3_4;AFK3_5;AFK3_6;AFK4intro;AFK4_1;AFK4_2;AFK4_3;AFK4_4;CE_1;CE_2;CE_3;CE_4;CT_1;CT_2;CT_3;CT_4;SC_1;SC_2;SC_3;SC_4;GC_1;GC_2;GC_3;ATE_1;ATE_2;ATE_3;ATE_4;ATE_5;ATE_6;WTP1_1;WTP1_2;WTP1_3;WTP1_4;WTP1_5;WTP2_1;WTP2_2;WTP2_3;WTP2_4;WTP2_5
1;815195d4-f847-6dae-aa78-a17ab5763c3c;O;20/07/2024 10:12;20/07/2024 10:00;20/07/2024 10:12;Femmina;55;46-65;Toscana;Centro;Lucca;46013;Forte dei Marmi;7440;5001-10000;Laurea o titolo superiore;Occupato;15-30k;;Variabile;;Variabile;No;SI, due o più veicoli;Auto privata (autista);Sì, uno;No;Auto privata;Ibrido;Più di 300€;76-100%;7;10;6;6;7;7;8;7;7;5;5;2;1;1;1;5;1;10;7;3;5;10;5;113;Sì;No;No;No;No;Sì;Sì;Completamente elettrico;Sì;VERO;FALSO;FALSO;VERO;Sì;VERO;FALSO;FALSO;VERO;FALSO;VERO;Sì;VERO;VERO;VERO;VERO;VERO;VERO;No;;;;;5;3;6;7;10;10;9;10;4;5;8;8;9;10;8;Mai e non mi interessa;Si, sempre;No ma vorrei;Mai e non mi interessa;Mai e non mi interessa;Mai e non mi interessa;1;1;1;1;1;1;1;1;1;1
1;815195d4-f847-6dae-aa78-a17ab5763c3c;O;20/07/2024 10:12;20/07/2024 10:00;20/07/2024 10:12;Femmina;55;46-65;Toscana;Centro;Lucca;46013;Forte dei Marmi;7440;5001-10000;Laurea o titolo superiore;Occupato;15-30k;;Variabile;;Variabile;No;SI, due o più veicoli;Auto privata (autista);Sì, uno;No;Auto privata;Ibrido;Più di 300€;76-100%;7;10;6;6;7;7;8;7;7;5;5;2;1;1;1;5;1;10;7;3;5;10;5;113;Sì;No;No;No;No;Sì;Sì;Elettrico ibrido plug-in;Sì;VERO;FALSO;FALSO;VERO;Sì;VERO;FALSO;FALSO;VERO;FALSO;VERO;Sì;VERO;VERO;VERO;VERO;VERO;VERO;No;;;;;5;3;6;7;10;10;9;10;4;5;8;8;9;10;8;Mai e non mi interessa;Si, sempre;No ma vorrei;Mai e non mi interessa;Mai e non mi interessa;Mai e non mi interessa;1;1;1;1;1;1;1;1;1;1
2;d864bfca-244d-c4b3-8169-8b4f513a223a;O;23/07/2024 19:45;23/07/2024 19:04;23/07/2024 19:45;Maschio;61;46-65;Valle D'Aosta;Nord;Valle d'Aosta/Vallée d'Aoste;7023;Donnas;2533;0-5000;Diploma di scuola superiore;Pensionato;60-100k;10;;5;;No;SI, un mezzo di trasporto;Auto privata (passeggero);Sì, più di uno;No;Auto privata;Ibrido;Tra i 50€ e i 100€;51-75%;7;2;4;3;3;2;7;1;1;1;1;1;1;1;1;4;1;5;1;1;7;10;1;55;Sì;No;Sì;Sì;Sì;Sì;Sì;Elettrico ibrido plug-in;Sì;VERO;VERO;VERO;VERO;Sì;VERO;FALSO;FALSO;VERO;VERO;VERO;Sì;VERO;FALSO;FALSO;FALSO;VERO;VERO;Sì;VERO;VERO;VERO;VERO;8;9;8;8;10;10;8;10;10;2;1;1;1;1;1;Mai e non mi interessa;Si, sempre;Si, sempre;Mai e non mi interessa;Mai e non mi interessa;Mai e non mi interessa;49;52;52;51;53;1;24;51;13;35
3;79fca4a1-9088-1019-4202-90d7bd29914e;O;22/07/2024 19:35;22/07/2024 18:54;22/07/2024 19:35;Maschio;62;46-65;Marche;Centro;Macerata;43041;Pollenza;6577;5001-10000;Laurea o titolo superiore;Occupato;100k+;20;;20;;No;NO, cammino;;Sì, più di uno;No;Altro;Benzina;Tra i 50€ e i 100€;51-75%;1;8;9;8;8;9;5;8;9;9;9;8;7;8;8;31;3;1;7;7;5;7;1;123;Sì;Sì;Sì;Sì;Sì;Non so;No;;Sì;FALSO;FALSO;FALSO;FALSO;Sì;FALSO;VERO;FALSO;VERO;VERO;VERO;Sì;FALSO;FALSO;FALSO;VERO;VERO;VERO;Sì;VERO;FALSO;FALSO;FALSO;2;2;Non so;5;8;8;9;8;8;Non so;1;1;3;5;2;No ma vorrei;Mai e non mi interessa;Mai e non mi interessa;Mai e non mi interessa;Mai e non mi interessa;Mai e non mi interessa;1;2;1;2;1;1;1;1;1;1
4;73780aff-e4b0-d433-565c-3e5343d2150f;O;19/07/2024 19:30;19/07/2024 19:16;19/07/2024 19:30;Maschio;49;46-65;Sardegna;Sud e Isole;Sassari;90064;Sassari;127533;60001-250000;Diploma di scuola superiore;Occupato;30-60k;25;;;Variabile;No;SI, un mezzo di trasporto;Auto privata (autista);Sì, più di uno;No;Auto privata;Ibrido;Tra i 100€ e i 200€;76-100%;4;6;7;7;7;6;6;5;5;5;5;7;6;7;6;26;5;7;5;3;7;10;5;108;Sì;Sì;Sì;Sì;Sì;Non so;Sì;Completamente elettrico;Sì;FALSO;FALSO;FALSO;VERO;Sì;VERO;VERO;FALSO;VERO;FALSO;VERO;Sì;VERO;VERO;VERO;VERO;VERO;VERO;No;;;;;Non so;Non so;7;Non so;8;8;8;8;7;8;7;7;5;6;6;No ma vorrei;Si spesso;Si spesso;No ma vorrei;No ma vorrei;No ma vorrei;15;45;30;40;100;30;20;35;35;35
4;73780aff-e4b0-d433-565c-3e5343d2150f;O;19/07/2024 19:30;19/07/2024 19:16;19/07/2024 19:30;Maschio;49;46-65;Sardegna;Sud e Isole;Sassari;90064;Sassari;127533;60001-250000;Diploma di scuola superiore;Occupato;30-60k;25;;;Variabile;No;SI, un mezzo di trasporto;Auto privata (autista);Sì, più di uno;No;Auto privata;Ibrido;Tra i 100€ e i 200€;76-100%;4;6;7;7;7;6;6;5;5;5;5;7;6;7;6;26;5;7;5;3;7;10;5;108;Sì;Sì;Sì;Sì;Sì;Non so;Sì;Elettrico ibrido plug-in;Sì;FALSO;FALSO;FALSO;VERO;Sì;VERO;VERO;FALSO;VERO;FALSO;VERO;Sì;VERO;VERO;VERO;VERO;VERO;VERO;No;;;;;Non so;Non so;7;Non so;8;8;8;8;7;8;7;7;5;6;6;No ma vorrei;Si spesso;Si spesso;No ma vorrei;No ma vorrei;No ma vorrei;15;45;30;40;100;30;20;35;35;35
4;73780aff-e4b0-d433-565c-3e5343d2150f;O;19/07/2024 19:30;19/07/2024 19:16;19/07/2024 19:30;Maschio;49;46-65;Sardegna;Sud e Isole;Sassari;90064;Sassari;127533;60001-250000;Diploma di scuola superiore;Occupato;30-60k;25;;;Variabile;No;SI, un mezzo di trasporto;Auto privata (autista);Sì, più di uno;No;Auto privata;Ibrido;Tra i 100€ e i 200€;76-100%;4;6;7;7;7;6;6;5;5;5;5;7;6;7;6;26;5;7;5;3;7;10;5;108;Sì;Sì;Sì;Sì;Sì;Non so;Sì;GPL;Sì;FALSO;FALSO;FALSO;VERO;Sì;VERO;VERO;FALSO;VERO;FALSO;VERO;Sì;VERO;VERO;VERO;VERO;VERO;VERO;No;;;;;Non so;Non so;7;Non so;8;8;8;8;7;8;7;7;5;6;6;No ma vorrei;Si spesso;Si spesso;No ma vorrei;No ma vorrei;No ma vorrei;15;45;30;40;100;30;20;35;35;35
4;73780aff-e4b0-d433-565c-3e5343d2150f;O;19/07/2024 19:30;19/07/2024 19:16;19/07/2024 19:30;Maschio;49;46-65;Sardegna;Sud e Isole;Sassari;90064;Sassari;127533;60001-250000;Diploma di scuola superiore;Occupato;30-60k;25;;;Variabile;No;SI, un mezzo di trasporto;Moto o motorino;Sì, più di uno;No;Auto privata;Ibrido;Tra i 100€ e i 200€;76-100%;4;6;7;7;7;6;6;5;5;5;5;7;6;7;6;26;5;7;5;3;7;10;5;108;Sì;Sì;Sì;Sì;Sì;Non so;Sì;Completamente elettrico;Sì;FALSO;FALSO;FALSO;VERO;Sì;VERO;VERO;FALSO;VERO;FALSO;VERO;Sì;VERO;VERO;VERO;VERO;VERO;VERO;No;;;;;Non so;Non so;7;Non so;8;8;8;8;7;8;7;7;5;6;6;No ma vorrei;Si spesso;Si spesso;No ma vorrei;No ma vorrei;No ma vorrei;15;45;30;40;100;30;20;35;35;35
4;73780aff-e4b0-d433-565c-3e5343d2150f;O;19/07/2024 19:30;19/07/2024 19:16;19/07/2024 19:30;Maschio;49;46-65;Sardegna;Sud e Isole;Sassari;90064;Sassari;127533;60001-250000;Diploma di scuola superiore;Occupato;30-60k;25;;;Variabile;No;SI, un mezzo di trasporto;Moto o motorino;Sì, più di uno;No;Auto privata;Ibrido;Tra i 100€ e i 200€;76-100%;4;6;7;7;7;6;6;5;5;5;5;7;6;7;6;26;5;7;5;3;7;10;5;108;Sì;Sì;Sì;Sì;Sì;Non so;Sì;Elettrico ibrido plug-in;Sì;FALSO;FALSO;FALSO;VERO;Sì;VERO;VERO;FALSO;VERO;FALSO;VERO;Sì;VERO;VERO;VERO;VERO;VERO;VERO;No;;;;;Non so;Non so;7;Non so;8;8;8;8;7;8;7;7;5;6;6;No ma vorrei;Si spesso;Si spesso;No ma vorrei;No ma vorrei;No ma vorrei;15;45;30;40;100;30;20;35;35;35
4;73780aff-e4b0-d433-565c-3e5343d2150f;O;19/07/2024 19:30;19/07/2024 19:16;19/07/2024 19:30;Maschio;49;46-65;Sardegna;Sud e Isole;Sassari;90064;Sassari;127533;60001-250000;Diploma di scuola superiore;Occupato;30-60k;25;;;Variabile;No;SI, un mezzo di trasporto;Moto o motorino;Sì, più di uno;No;Auto privata;Ibrido;Tra i 100€ e i 200€;76-100%;4;6;7;7;7;6;6;5;5;5;5;7;6;7;6;26;5;7;5;3;7;10;5;108;Sì;Sì;Sì;Sì;Sì;Non so;Sì;GPL;Sì;FALSO;FALSO;FALSO;VERO;Sì;VERO;VERO;FALSO;VERO;FALSO;VERO;Sì;VERO;VERO;VERO;VERO;VERO;VERO;No;;;;;Non so;Non so;7;Non so;8;8;8;8;7;8;7;7;5;6;6;No ma vorrei;Si spesso;Si spesso;No ma vorrei;No ma vorrei;No ma vorrei;15;45;30;40;100;30;20;35;35;35
5;c35d8517-8a20-796e-a6bb-b176f658aa85;O;18/07/2024 16:55;18/07/2024 11:20;18/07/2024 16:55;Femmina;48;46-65;Emilia Romagna;Nord;Ravenna;39014;Ravenna;159057;60001-250000;Laurea o titolo superiore;Occupato;30-60k;60;;50;;Sì;SI, un mezzo di trasporto;Auto privata (autista);Sì, uno;No;Auto privata;Metano;Tra i 100€ e i 200€;76-100%;1;10;10;10;10;10;10;9;9;10;5;7;1;6;7;21;5;3;5;5;7;7;5;140;Sì;No;Non so;Sì;Non so;Non so;Sì;Elettrico ibrido plug-in;Sì;VERO;FALSO;FALSO;VERO;Sì;VERO;VERO;FALSO;VERO;VERO;FALSO;Sì;VERO;FALSO;FALSO;VERO;VERO;FALSO;No;;;;;Non so;Non so;Non so;Non so;7;8;8;8;Non so;Non so;Non so;Non so;6;6;8;Mai e non mi interessa;Mai e non mi interessa;Mai e non mi interessa;Mai e non mi interessa;Mai e non mi interessa;Mai e non mi interessa;1;1;1;1;1;1;1;1;1;1
5;c35d8517-8a20-796e-a6bb-b176f658aa85;O;18/07/2024 16:55;18/07/2024 11:20;18/07/2024 16:55;Femmina;48;46-65;Emilia Romagna;Nord;Ravenna;39014;Ravenna;159057;60001-250000;Laurea o titolo superiore;Occupato;30-60k;60;;50;;Sì;SI, un mezzo di trasporto;Auto privata (autista);Sì, uno;No;Auto privata;Metano;Tra i 100€ e i 200€;76-100%;1;10;10;10;10;10;10;9;9;10;5;7;1;6;7;21;5;3;5;5;7;7;5;140;Sì;No;Non so;Sì;Non so;Non so;Sì;GPL;Sì;VERO;FALSO;FALSO;VERO;Sì;VERO;VERO;FALSO;VERO;VERO;FALSO;Sì;VERO;FALSO;FALSO;VERO;VERO;FALSO;No;;;;;Non so;Non so;Non so;Non so;7;8;8;8;Non so;Non so;Non so;Non so;6;6;8;Mai e non mi interessa;Mai e non mi interessa;Mai e non mi interessa;Mai e non mi interessa;Mai e non mi interessa;Mai e non mi interessa;1;1;1;1;1;1;1;1;1;1
5;c35d8517-8a20-796e-a6bb-b176f658aa85;O;18/07/2024 16:55;18/07/2024 11:20;18/07/2024 16:55;Femmina;48;46-65;Emilia Romagna;Nord;Ravenna;39014;Ravenna;159057;60001-250000;Laurea o titolo superiore;Occupato;30-60k;60;;50;;Sì;SI, un mezzo di trasporto;Auto privata (autista);Sì, uno;No;Auto privata;Metano;Tra i 100€ e i 200€;76-100%;1;10;10;10;10;10;10;9;9;10;5;7;1;6;7;21;5;3;5;5;7;7;5;140;Sì;No;Non so;Sì;Non so;Non so;Sì;Metano;Sì;VERO;FALSO;FALSO;VERO;Sì;VERO;VERO;FALSO;VERO;VERO;FALSO;Sì;VERO;FALSO;FALSO;VERO;VERO;FALSO;No;;;;;Non so;Non so;Non so;Non so;7;8;8;8;Non so;Non so;Non so;Non so;6;6;8;Mai e non mi interessa;Mai e non mi interessa;Mai e non mi interessa;Mai e non mi interessa;Mai e non mi interessa;Mai e non mi interessa;1;1;1;1;1;1;1;1;1;1
6;7d78056c-628b-d916-56cf-3153c9d79f8a;O;19/07/2024 11:20;19/07/2024 10:55;19/07/2024 11:20;Femmina;54;46-65;Emilia Romagna;Nord;Bologna;37032;Imola;69951;60001-250000;Diploma di scuola superiore;Occupato;15-30k;35;;18;;No;SI, un mezzo di trasporto;Auto privata (autista);Sì, più di uno;No;Auto privata;Metano;Tra i 50€ e i 100€;76-100%;2;7;10;8;8;8;7;7;7;8;7;6;5;6;7;24;3;10;5;3;7;7;7;128;Sì;No;No;Sì;No;No;No;;Sì;VERO;FALSO;VERO;VERO;Sì;VERO;FALSO;FALSO;VERO;FALSO;VERO;Sì;VERO;FALSO;VERO;VERO;VERO;FALSO;No;;;;;5;5;7;6;6;7;7;7;5;5;5;5;7;6;6;Mai e non mi interessa;No ma vorrei;No ma vorrei;Si, sempre;Mai e non mi interessa;No ma vorrei;29;44;60;42;55;2;23;41;87;66
7;19a986ba-be3c-cd0c-8819-b282cdcc5771;O;19/07/2024 13:27;19/07/2024 13:18;19/07/2024 13:27;Maschio;50;46-65;Lombardia;Nord;Milano;15194;San Giorgio su Legnano;6794;5001-10000;Diploma di scuola superiore;Occupato;30-60k;40;;13;;No;SI, un mezzo di trasporto;Auto privata (autista);Sì, uno;No;Auto privata;Metano;Tra i 50€ e i 100€;51-75%;2;9;9;10;9;9;5;9;8;8;7;7;6;7;8;28;5;10;7;5;5;7;5;136;Sì;Sì;Sì;No;No;Sì;Sì;Completamente elettrico;Sì;VERO;FALSO;FALSO;VERO;Sì;VERO;VERO;FALSO;VERO;VERO;VERO;Sì;VERO;FALSO;VERO;VERO;VERO;VERO;No;;;;;2;3;3;3;10;8;9;9;9;3;2;2;5;6;3;Si, sempre;Si ogni tanto;Si spesso;Si ogni tanto;Mai e non mi interessa;Mai e non mi interessa;56;58;37;37;64;56;57;65;38;65
7;19a986ba-be3c-cd0c-8819-b282cdcc5771;O;19/07/2024 13:27;19/07/2024 13:18;19/07/2024 13:27;Maschio;50;46-65;Lombardia;Nord;Milano;15194;San Giorgio su Legnano;6794;5001-10000;Diploma di scuola superiore;Occupato;30-60k;40;;13;;No;SI, un mezzo di trasporto;Auto privata (autista);Sì, uno;No;Auto privata;Metano;Tra i 50€ e i 100€;51-75%;2;9;9;10;9;9;5;9;8;8;7;7;6;7;8;28;5;10;7;5;5;7;5;136;Sì;Sì;Sì;No;No;Sì;Sì;Metano;Sì;VERO;FALSO;FALSO;VERO;Sì;VERO;VERO;FALSO;VERO;VERO;VERO;Sì;VERO;FALSO;VERO;VERO;VERO;VERO;No;;;;;2;3;3;3;10;8;9;9;9;3;2;2;5;6;3;Si, sempre;Si ogni tanto;Si spesso;Si ogni tanto;Mai e non mi interessa;Mai e non mi interessa;56;58;37;37;64;56;57;65;38;65
7;19a986ba-be3c-cd0c-8819-b282cdcc5771;O;19/07/2024 13:27;19/07/2024 13:18;19/07/2024 13:27;Maschio;50;46-65;Lombardia;Nord;Milano;15194;San Giorgio su Legnano;6794;5001-10000;Diploma di scuola superiore;Occupato;30-60k;40;;13;;No;SI, un mezzo di trasporto;Bicicletta;Sì, uno;No;Auto privata;Metano;Tra i 50€ e i 100€;51-75%;2;9;9;10;9;9;5;9;8;8;7;7;6;7;8;28;5;10;7;5;5;7;5;136;Sì;Sì;Sì;No;No;Sì;Sì;Completamente elettrico;Sì;VERO;FALSO;FALSO;VERO;Sì;VERO;VERO;FALSO;VERO;VERO;VERO;Sì;VERO;FALSO;VERO;VERO;VERO;VERO;No;;;;;2;3;3;3;10;8;9;9;9;3;2;2;5;6;3;Si, sempre;Si ogni tanto;Si spesso;Si ogni tanto;Mai e non mi interessa;Mai e non mi interessa;56;58;37;37;64;56;57;65;38;65
7;19a986ba-be3c-cd0c-8819-b282cdcc5771;O;19/07/2024 13:27;19/07/2024 13:18;19/07/2024 13:27;Maschio;50;46-65;Lombardia;Nord;Milano;15194;San Giorgio su Legnano;6794;5001-10000;Diploma di scuola superiore;Occupato;30-60k;40;;13;;No;SI, un mezzo di trasporto;Bicicletta;Sì, uno;No;Auto privata;Metano;Tra i 50€ e i 100€;51-75%;2;9;9;10;9;9;5;9;8;8;7;7;6;7;8;28;5;10;7;5;5;7;5;136;Sì;Sì;Sì;No;No;Sì;Sì;Metano;Sì;VERO;FALSO;FALSO;VERO;Sì;VERO;VERO;FALSO;VERO;VERO;VERO;Sì;VERO;FALSO;VERO;VERO;VERO;VERO;No;;;;;2;3;3;3;10;8;9;9;9;3;2;2;5;6;3;Si, sempre;Si ogni tanto;Si spesso;Si ogni tanto;Mai e non mi interessa;Mai e non mi interessa;56;58;37;37;64;56;57;65;38;65
8;51aac50d-4f54-0147-72ae-f181876caa83;O;24/07/2024 11:03;24/07/2024 10:51;24/07/2024 11:03;Femmina;53;46-65;Toscana;Centro;Arezzo;51040;Castelfranco Piandiscò;9739;5001-10000;Diploma di scuola superiore;Occupato;0-15k;;Variabile;;Variabile;No;SI, un mezzo di trasporto;Auto privata (autista);Sì, uno;No;Auto privata;Metano;Meno di 50€;meno del 25%;1;1;1;1;10;10;10;10;10;10;10;10;10;1;10;31;5;3;5;5;3;10;7;121;Sì;Sì;Sì;No;Sì;Non so;No;;Sì;VERO;FALSO;VERO;VERO;Sì;FALSO;FALSO;FALSO;VERO;FALSO;FALSO;Sì;VERO;FALSO;VERO;VERO;VERO;VERO;No;;;;;1;1;1;1;10;10;10;9;10;5;1;10;1;1;1;No ma vorrei;Si ogni tanto;Si ogni tanto;Mai e non mi interessa;Si ogni tanto;No ma vorrei;48;53;3;50;51;1;1;1;1;1
9;7eb91184-6c05-eff6-4228-2592803f4b68;O;18/07/2024 10:32;18/07/2024 10:05;18/07/2024 10:32;Maschio;54;46-65;Emilia Romagna;Nord;Bologna;37006;Bologna;388367;250001-5000000;Diploma di scuola superiore;Occupato;15-30k;;Variabile;;Variabile;No;SI, un mezzo di trasporto;Auto privata (autista);Sì, uno;No;Auto privata;Metano;Meno di 50€;meno del 25%;7;5;6;8;7;6;4;3;4;9;5;5;2;3;6;16;5;5;1;5;5;3;1;86;Sì;No;No;No;No;Sì;No;;Sì;FALSO;FALSO;FALSO;FALSO;Sì;VERO;FALSO;FALSO;VERO;FALSO;VERO;Sì;VERO;FALSO;VERO;VERO;VERO;VERO;No;;;;;7;6;7;9;9;10;10;7;1;4;9;9;10;10;3;Mai e non mi interessa;Si, sempre;No ma vorrei;Si spesso;No ma vorrei;Mai e non mi interessa;1;1;1;1;1;1;1;1;1;1
10;2fb0fa95-e441-aad8-f539-ce9bf2a96350;O;18/07/2024 16:22;18/07/2024 16:02;18/07/2024 16:22;Maschio;63;46-65;Lombardia;Nord;Mantova;20026;Goito;10278;10001-60000;Licenza elementare/media;Pensionato;15-30k;;Variabile;;Variabile;No;SI, un mezzo di trasporto;Auto privata (autista);Sì, uno;No;Auto privata;Metano;Meno di 50€;51-75%;3;8;8;8;8;8;7;2;5;7;2;7;2;5;8;22;5;1;5;1;5;10;10;108;Sì;Sì;Sì;Sì;Sì;Sì;Sì;Metano;Sì;VERO;FALSO;FALSO;VERO;Sì;VERO;VERO;FALSO;FALSO;VERO;VERO;Sì;FALSO;FALSO;FALSO;VERO;VERO;VERO;Sì;VERO;FALSO;FALSO;FALSO;2;2;2;3;8;8;9;9;2;7;4;3;4;3;4;Mai e non mi interessa;Mai e non mi interessa;Si, sempre;Si ogni tanto;Si ogni tanto;Si ogni tanto;1;10;10;10;1;1;1;20;10;10
11;78b730b1-f6c9-7075-2c1d-049cceb2d225;O;18/07/2024 12:08;18/07/2024 11:58;18/07/2024 12:08;Femmina;55;46-65;Emilia Romagna;Nord;Bologna;37020;Castel San Pietro Terme;20875;10001-60000;Licenza elementare/media;Pensionato;0-15k;;Variabile;;Variabile;No;SI, un mezzo di trasporto;Auto privata (autista);Sì, uno;No;Auto privata;Metano;Meno di 50€;meno del 25%;8;4;5;7;3;3;2;1;2;2;2;1;1;1;1;4;1;1;1;5;5;7;1;55;Sì;No;No;Sì;Sì;Non so;Sì;Metano;Sì;VERO;FALSO;FALSO;FALSO;Sì;FALSO;FALSO;FALSO;VERO;VERO;VERO;Sì;VERO;VERO;VERO;VERO;VERO;FALSO;No;;;;;2;2;4;7;10;9;7;10;6;1;1;1;1;2;1;Mai e non mi interessa;Mai e non mi interessa;Si spesso;Si ogni tanto;Si ogni tanto;Mai e non mi interessa;6;14;13;12;15;1;1;61;60;62
12;c1280ac3-dadc-1f50-816e-3e033ecab027;O;11/07/2024 21:39;11/07/2024 21:14;11/07/2024 21:39;Maschio;63;46-65;Marche;Centro;Fermo;109034;Porto Sant'Elpidio;26270;10001-60000;Istruzione secondaria;Pensionato;15-30k;;Variabile;;Variabile;No;SI, un mezzo di trasporto;Auto privata (autista);Sì, più di uno;No;Auto privata;Metano;Meno di 50€;meno del 25%;1;8;10;10;9;8;10;8;9;8;2;8;5;6;8;27;3;1;7;3;7;10;3;126;Sì;Non so;No;Sì;Sì;No;No;;Sì;FALSO;FALSO;VERO;VERO;Sì;FALSO;VERO;FALSO;VERO;VERO;VERO;Sì;VERO;VERO;FALSO;VERO;VERO;VERO;Sì;VERO;FALSO;FALSO;VERO;3;5;5;4;5;6;7;8;7;8;4;3;8;5;3;Mai e non mi interessa;No ma vorrei;No ma vorrei;Mai e non mi interessa;No ma vorrei;No ma vorrei;17;51;49;36;1;12;12;23;6;23
13;2f348e9a-86dd-decd-7136-ba1ff475c149;O;17/07/2024 08:41;17/07/2024 08:31;17/07/2024 08:41;Maschio;55;46-65;Veneto;Nord;Venezia;27029;Portogruaro;25116;10001-60000;Licenza elementare/media;Occupato;15-30k;120;;130;;No;SI, un mezzo di trasporto;Auto privata (autista);Sì, uno;No;Auto privata;Benzina;Tra i 50€ e i 100€;26-50%;7;8;7;8;7;7;6;7;6;6;6;4;4;4;6;18;5;3;7;3;5;7;5;107;Sì;Sì;Sì;Sì;Sì;Sì;Sì;GPL;Sì;VERO;VERO;VERO;VERO;Sì;FALSO;FALSO;FALSO;FALSO;VERO;VERO;Sì;VERO;FALSO;VERO;VERO;VERO;VERO;No;;;;;Non so;Non so;Non so;Non so;9;9;8;8;Non so;9;9;9;7;7;7;Si ogni tanto;Si spesso;Si spesso;Mai e non mi interessa;Mai e non mi interessa;Mai e non mi interessa;52;52;55;51;52;50;52;53;51;52
13;2f348e9a-86dd-decd-7136-ba1ff475c149;O;17/07/2024 08:41;17/07/2024 08:31;17/07/2024 08:41;Maschio;55;46-65;Veneto;Nord;Venezia;27029;Portogruaro;25116;10001-60000;Licenza elementare/media;Occupato;15-30k;120;;130;;No;SI, un mezzo di trasporto;Auto privata (autista);Sì, uno;No;Auto privata;Benzina;Tra i 50€ e i 100€;26-50%;7;8;7;8;7;7;6;7;6;6;6;4;4;4;6;18;5;3;7;3;5;7;5;107;Sì;Sì;Sì;Sì;Sì;Sì;Sì;Metano;Sì;VERO;VERO;VERO;VERO;Sì;FALSO;FALSO;FALSO;FALSO;VERO;VERO;Sì;VERO;FALSO;VERO;VERO;VERO;VERO;No;;;;;Non so;Non so;Non so;Non so;9;9;8;8;Non so;9;9;9;7;7;7;Si ogni tanto;Si spesso;Si spesso;Mai e non mi interessa;Mai e non mi interessa;Mai e non mi interessa;52;52;55;51;52;50;52;53;51;52
13;2f348e9a-86dd-decd-7136-ba1ff475c149;O;17/07/2024 08:41;17/07/2024 08:31;17/07/2024 08:41;Maschio;55;46-65;Veneto;Nord;Venezia;27029;Portogruaro;25116;10001-60000;Licenza elementare/media;Occupato;15-30k;120;;130;;No;SI, un mezzo di trasporto;Auto privata (autista);Sì, uno;No;Auto privata;Metano;Tra i 50€ e i 100€;26-50%;7;8;7;8;7;7;6;7;6;6;6;4;4;4;6;18;5;3;7;3;5;7;5;107;Sì;Sì;Sì;Sì;Sì;Sì;Sì;GPL;Sì;VERO;VERO;VERO;VERO;Sì;FALSO;FALSO;FALSO;FALSO;VERO;VERO;Sì;VERO;FALSO;VERO;VERO;VERO;VERO;No;;;;;Non so;Non so;Non so;Non so;9;9;8;8;Non so;9;9;9;7;7;7;Si ogni tanto;Si spesso;Si spesso;Mai e non mi interessa;Mai e non mi interessa;Mai e non mi interessa;52;52;55;51;52;50;52;53;51;52
13;2f348e9a-86dd-decd-7136-ba1ff475c149;O;17/07/2024 08:41;17/07/2024 08:31;17/07/2024 08:41;Maschio;55;46-65;Veneto;Nord;Venezia;27029;Portogruaro;25116;10001-60000;Licenza elementare/media;Occupato;15-30k;120;;130;;No;SI, un mezzo di trasporto;Auto privata (autista);Sì, uno;No;Auto privata;Metano;Tra i 50€ e i 100€;26-50%;7;8;7;8;7;7;6;7;6;6;6;4;4;4;6;18;5;3;7;3;5;7;5;107;Sì;Sì;Sì;Sì;Sì;Sì;Sì;Metano;Sì;VERO;VERO;VERO;VERO;Sì;FALSO;FALSO;FALSO;FALSO;VERO;VERO;Sì;VERO;FALSO;VERO;VERO;VERO;VERO;No;;;;;Non so;Non so;Non so;Non so;9;9;8;8;Non so;9;9;9;7;7;7;Si ogni tanto;Si spesso;Si spesso;Mai e non mi interessa;Mai e non mi interessa;Mai e non mi interessa;52;52;55;51;52;50;52;53;51;52
